Id_Siniestro,Monto_Retención_100%
417,108095374.8
418,109181760.5
419,103681933
420,110336045.3
421,105922603.5
422,102595547.3
423,104496722.3
424,102459749.1
425,100626473.3
426,100083280.4
427,102459749.1
428,104157226.7
429,102459749.1
430,102052354.5
431,104293024.9
432,107076888.2
433,99472188.5
434,104428823.2
435,106533695.4
436,105039915.1
437,103885630.3
438,110471843.5
439,104836217.8
440,104225125.8
441,103342437.5
442,105718906.1
443,106669493.6
444,104564621.4
445,108434870.3
446,102595547.3
447,103614033.9
448,108706466.8
449,107687980.2
450,105039915.1
451,104157226.7
452,105243612.4
453,108910164.1
454,102323950.9
455,107416383.8
456,106873190.9
457,104632520.5
458,108502769.4
459,106805291.8
460,104972016
461,99811684.02
462,103138740.2
463,106737392.7
464,102188152.7
465,110132348
466,103002942
467,103274538.4
468,105039915.1
469,103614033.9
470,104904116.9
471,108027475.7
472,107620081.1
473,103410336.6
474,105175713.3
475,102935042.8
476,101305464.3
477,106737392.7
478,103274538.4
479,107144787.3
480,107552182
481,108570668.5
482,105175713.3
483,106873190.9
484,107891677.5
485,106873190.9
486,107144787.3
487,109996549.7
488,99607986.71
489,108027475.7
490,101509161.6
491,105379410.6
492,102799244.6
493,108570668.5
494,104632520.5
495,104360924
496,103546134.8
497,104768318.7
498,104904116.9
499,108910164.1
500,104972016
501,104700419.6
502,102935042.8
503,105175713.3
504,103002942
505,100694372.4
506,110132348
507,107552182
508,107687980.2
509,108095374.8
510,104836217.8
511,107144787.3
512,105990502.6
513,102323950.9
514,105039915.1
515,108231173
516,104293024.9
517,106126300.8
518,102731345.5
519,103953529.4
520,108366971.2
521,104836217.8
522,112033522.9
523,102052354.5
524,106126300.8
525,106669493.6
526,102323950.9
527,108774365.9
528,107280585.6
529,103342437.5
530,104836217.8
531,104157226.7
532,104768318.7
533,104632520.5
534,102120253.6
535,99336390.29
536,104360924
537,107348484.7
538,99743784.92
539,101577060.8
540,107076888.2
541,103342437.5
542,99879583.13
543,105515208.8
544,100422776
545,105175713.3
546,105651007
547,103953529.4
548,107144787.3
549,107552182
550,102731345.5
551,108163273.9
552,100151179.6
553,104089327.6
554,100354876.9
555,102799244.6
556,107552182
557,108570668.5
558,101984455.4
559,100830170.6
560,102935042.8
561,105990502.6
562,103817731.2
563,105175713.3
564,102391850
565,100558574.2
566,102052354.5
567,104768318.7
568,107008989.1
569,105922603.5
570,108095374.8
571,103342437.5
572,104564621.4
573,109181760.5
574,101712859
575,104157226.7
576,108842265
577,104904116.9
578,105583107.9
579,107008989.1
580,107484282.9
581,108163273.9
582,100965968.8
583,108027475.7
584,108366971.2
585,102391850
586,105990502.6
587,102867143.7
588,105447309.7
589,104768318.7
590,105039915.1
591,99947482.23
592,106737392.7
593,103478235.7
594,103342437.5
595,104021428.5
596,106873190.9
597,104089327.6
598,103614033.9
599,100626473.3
600,105718906.1
601,108774365.9
602,108910164.1
603,104428823.2
604,104972016
605,104972016
606,103546134.8
607,106058401.7
608,102867143.7
609,104428823.2
610,100015381.3
611,104496722.3
612,104089327.6
613,100965968.8
614,107348484.7
615,99132692.98
616,101033867.9
617,108163273.9
618,104293024.9
619,106601594.5
620,103138740.2
621,109385457.8
622,103953529.4
623,107891677.5
624,99200592.08
625,107484282.9
626,100151179.6
627,101441262.5
628,103410336.6
629,106669493.6
630,108095374.8
631,104700419.6
632,108095374.8
633,101169666.1
634,102391850
635,104496722.3
636,103681933
637,101916556.3
638,104021428.5
639,103681933
640,104225125.8
641,105039915.1
642,103274538.4
643,106533695.4
644,103002942
645,100286977.8
646,103342437.5
647,104021428.5
648,104360924
649,105447309.7
650,104496722.3
651,104700419.6
652,102867143.7
653,106737392.7
654,109453356.9
655,103817731.2
656,106737392.7
657,109792852.4
658,100898069.7
659,103681933
660,104904116.9
661,103817731.2
662,110200247.1
663,104157226.7
664,105651007
665,106194199.9
666,103274538.4
667,108299072.1
668,103953529.4
669,102935042.8
670,100694372.4
671,104293024.9
672,102459749.1
673,107348484.7
674,108299072.1
675,102731345.5
676,105107814.2
677,106126300.8
678,104836217.8
679,103274538.4
680,108774365.9
681,104768318.7
682,103478235.7
683,107348484.7
684,104904116.9
685,112373018.4
686,101577060.8
687,109113861.4
688,103274538.4
689,101848657.2
690,108095374.8
691,108978063.2
692,105175713.3
693,109792852.4
694,106669493.6
695,102459749.1
696,104225125.8
697,105039915.1
698,100490675.1
699,106058401.7
700,104632520.5
701,107076888.2
702,109181760.5
703,103138740.2
704,107076888.2
705,102052354.5
706,104157226.7
707,107280585.6
708,101441262.5
709,105311511.5
710,106262099
711,108502769.4
712,100422776
713,98317903.72
714,104836217.8
715,104157226.7
716,105039915.1
717,103138740.2
718,103206639.3
719,107212686.4
720,105175713.3
721,108095374.8
722,105854704.4
723,103342437.5
724,107008989.1
725,107687980.2
726,107620081.1
727,107008989.1
728,104564621.4
729,104632520.5
730,108774365.9
731,103478235.7
732,105311511.5
733,104904116.9
734,107416383.8
735,101712859
736,106397897.2
737,104632520.5
738,104904116.9
739,104089327.6
740,109589155.1
741,100762271.5
742,108910164.1
743,104564621.4
744,105039915.1
745,100015381.3
746,103546134.8
747,105718906.1
748,102663446.4
749,105651007
750,103478235.7
751,107212686.4
752,104836217.8
753,103002942
754,104564621.4
755,105786805.2
756,108163273.9
757,107212686.4
758,108027475.7
759,108706466.8
760,104836217.8
761,107076888.2
762,105854704.4
763,104904116.9
764,107280585.6
765,104225125.8
766,99200592.08
767,110607641.7
768,108978063.2
769,106397897.2
770,101780758.1
771,102323950.9
772,109996549.7
773,107348484.7
774,108163273.9
775,105447309.7
776,101373363.4
777,103002942
778,101237565.2
779,102935042.8
780,106329998.1
781,103749832.1
782,106465796.3
783,105922603.5
784,107416383.8
785,104496722.3
786,104157226.7
787,101984455.4
788,104360924
789,109045962.3
790,105379410.6
791,100490675.1
792,106873190.9
793,105311511.5
794,108774365.9
795,102459749.1
796,106194199.9
797,106533695.4
798,108163273.9
799,107008989.1
800,103274538.4
801,105107814.2
802,108231173
803,101644959.9
804,99675885.81
805,103138740.2
806,103070841.1
807,109181760.5
808,106329998.1
809,103817731.2
810,103953529.4
811,105243612.4
812,101984455.4
813,106194199.9
814,104428823.2
815,103274538.4
816,101033867.9
817,102799244.6
818,105718906.1
819,101237565.2
820,103342437.5
821,105786805.2
822,105243612.4
823,103614033.9
824,109521256
825,101441262.5
826,106465796.3
827,107552182
828,102731345.5
829,109860751.5
830,106465796.3
831,107755879.3
832,104904116.9
833,102867143.7
834,107280585.6
835,109860751.5
836,102391850
837,100762271.5
838,104768318.7
839,102323950.9
840,103546134.8
841,101712859
842,104836217.8
843,97095719.83
844,105243612.4
845,107348484.7
846,99064793.87
847,103274538.4
848,107144787.3
849,104293024.9
850,107687980.2
851,107552182
852,105515208.8
853,105311511.5
854,104089327.6
855,105651007
856,106669493.6
857,104564621.4
858,101916556.3
859,104768318.7
860,106397897.2
861,109928650.6
862,100354876.9
863,104836217.8
864,104225125.8
865,105039915.1
866,106126300.8
867,105515208.8
868,104293024.9
869,106397897.2
870,105379410.6
871,105922603.5
872,105718906.1
873,107891677.5
874,98250004.61
875,99200592.08
876,103953529.4
877,104089327.6
878,101169666.1
879,111286632.7
880,104428823.2
881,107620081.1
882,101237565.2
883,105175713.3
884,99947482.23
885,101780758.1
886,101169666.1
887,106126300.8
888,105379410.6
889,107755879.3
890,99404289.4
891,107280585.6
892,107076888.2
893,100354876.9
894,102188152.7
895,104496722.3
896,105786805.2
897,106397897.2
898,109657054.2
899,102052354.5
900,105651007
901,105786805.2
902,108910164.1
903,103410336.6
904,102731345.5
905,106601594.5
906,103002942
907,105379410.6
908,102256051.8
909,103478235.7
910,103478235.7
911,103206639.3
912,99200592.08
913,106737392.7
914,105786805.2
915,104293024.9
916,105583107.9
917,106194199.9
918,106262099
919,105922603.5
920,107008989.1
921,103342437.5
922,106465796.3
923,105379410.6
924,103953529.4
925,107823778.4
926,103953529.4
927,101984455.4
928,106873190.9
929,106194199.9
930,107891677.5
931,105718906.1
932,103274538.4
933,103885630.3
934,102256051.8
935,106194199.9
936,105175713.3
937,103342437.5
938,108502769.4
939,101373363.4
940,105039915.1
941,104564621.4
942,104564621.4
943,101169666.1
944,103749832.1
945,105243612.4
946,101373363.4
947,106262099
948,106329998.1
949,105311511.5
950,103002942
951,101237565.2
952,102391850
953,103817731.2
954,107280585.6
955,104972016
956,107959576.6
957,102663446.4
958,103614033.9
959,107891677.5
960,106465796.3
961,103953529.4
962,100422776
963,103274538.4
964,108842265
965,106126300.8
966,106329998.1
967,106329998.1
968,105311511.5
969,105718906.1
970,104768318.7
971,102527648.2
972,100898069.7
973,105651007
974,105786805.2
975,105447309.7
976,106941090
977,102935042.8
978,104293024.9
979,101712859
980,104836217.8
981,101984455.4
982,108774365.9
983,103002942
984,105651007
985,104089327.6
986,104564621.4
987,108163273.9
988,109589155.1
989,103002942
990,102527648.2
991,101169666.1
992,103002942
993,106601594.5
994,105786805.2
995,101441262.5
996,106262099
997,104360924
998,102731345.5
999,108027475.7
1000,106397897.2
1001,103885630.3
1002,104904116.9
1003,97503114.46
1004,103138740.2
1005,108774365.9
1006,105583107.9
1007,99947482.23
1008,100083280.4
1009,97978408.2
1010,108842265
1011,96145132.37
1012,107484282.9
1013,103614033.9
1014,104700419.6
1015,105515208.8
1016,109045962.3
1017,100219078.7
1018,106601594.5
1019,104021428.5
1020,112576715.7
1021,108095374.8
1022,106601594.5
1023,101916556.3
1024,103070841.1
1025,108299072.1
1026,107280585.6
1027,103342437.5
1028,101237565.2
1029,102799244.6
1030,105379410.6
1031,106737392.7
1032,102663446.4
1033,103817731.2
1034,106941090
1035,107280585.6
1036,102391850
1037,103749832.1
1038,108231173
1039,105311511.5
1040,103817731.2
1041,103070841.1
1042,104225125.8
1043,106941090
1044,104089327.6
1045,107891677.5
1046,97706811.78
1047,102323950.9
1048,102867143.7
1049,105039915.1
1050,106941090
1051,109860751.5
1052,107008989.1
1053,107891677.5
1054,101848657.2
1055,103342437.5
1056,102527648.2
1057,103817731.2
1058,105515208.8
1059,106465796.3
1060,103817731.2
1061,101780758.1
1062,108434870.3
1063,101848657.2
1064,97163618.94
1065,105447309.7
1066,104157226.7
1067,102052354.5
1068,100422776
1069,102527648.2
1070,106058401.7
1071,107348484.7
1072,103478235.7
1073,104632520.5
1074,105243612.4
1075,108163273.9
1076,107280585.6
1077,99200592.08
1078,103002942
1079,104360924
1080,101780758.1
1081,100694372.4
1082,104089327.6
1083,101712859
1084,106126300.8
1085,103274538.4
1086,102935042.8
1087,103342437.5
1088,109453356.9
1089,110879238.1
1090,105311511.5
1091,105311511.5
1092,98250004.61
1093,100762271.5
1094,104836217.8
1095,103749832.1
1096,103002942
1097,105651007
1098,106805291.8
1099,106465796.3
1100,104089327.6
1101,101305464.3
1102,105107814.2
1103,107008989.1
1104,104428823.2
1105,109724953.3
1106,106533695.4
1107,104904116.9
1108,106058401.7
1109,108366971.2
1110,105175713.3
1111,107823778.4
1112,104904116.9
1113,104836217.8
1114,103410336.6
1115,103749832.1
1116,102459749.1
1117,107755879.3
1118,109385457.8
1119,108706466.8
1120,102663446.4
1121,107008989.1
1122,105447309.7
1123,105651007
1124,104225125.8
1125,108027475.7
1126,101101767
1127,106397897.2
1128,105922603.5
1129,105039915.1
1130,102120253.6
1131,104157226.7
1132,100694372.4
1133,109453356.9
1134,106262099
1135,104428823.2
1136,107552182
1137,106126300.8
1138,105107814.2
1139,107144787.3
1140,105854704.4
1141,107076888.2
1142,103953529.4
1143,104836217.8
1144,101577060.8
1145,103342437.5
1146,105583107.9
1147,99947482.23
1148,101712859
1149,105243612.4
1150,103274538.4
1151,107008989.1
1152,101509161.6
1153,101305464.3
1154,103885630.3
1155,107959576.6
1156,100762271.5
1157,107823778.4
1158,106941090
1159,100898069.7
1160,105651007
1161,99064793.87
1162,108910164.1
1163,105854704.4
1164,107416383.8
1165,103410336.6
1166,102527648.2
1167,102459749.1
1168,104836217.8
1169,104428823.2
1170,105583107.9
1171,105922603.5
1172,109792852.4
1173,103070841.1
1174,109045962.3
1175,106058401.7
1176,107755879.3
1177,107144787.3
1178,103817731.2
1179,104021428.5
1180,105786805.2
1181,104768318.7
1182,96145132.37
1183,103070841.1
1184,102391850
1185,108706466.8
1186,107144787.3
1187,105990502.6
1188,111082935.4
1189,105718906.1
1190,107416383.8
1191,105175713.3
1192,106194199.9
1193,103749832.1
1194,104972016
1195,101916556.3
1196,104089327.6
1197,104768318.7
1198,101848657.2
1199,102935042.8
1200,103138740.2
1201,105583107.9
1202,110539742.6
1203,103817731.2
1204,101169666.1
1205,104700419.6
1206,105311511.5
1207,105447309.7
1208,105990502.6
1209,108978063.2
1210,107348484.7
1211,103546134.8
1212,103953529.4
1213,109521256
1214,105990502.6
1215,106194199.9
1216,106126300.8
1217,103749832.1
1218,101848657.2
1219,106126300.8
1220,114503114.5
1221,103817731.2
1222,103410336.6
1223,100898069.7
1224,105515208.8
1225,103681933
1226,102527648.2
1227,109113861.4
1228,111082935.4
1229,113064793.9
1230,102391850
1231,100898069.7
1232,109521256
1233,104496722.3
1234,109657054.2
1235,106533695.4
1236,103885630.3
1237,109521256
1238,107620081.1
1239,109860751.5
1240,102867143.7
1241,104836217.8
1242,104904116.9
1243,106397897.2
1244,108978063.2
1245,105311511.5
1246,105718906.1
1247,109385457.8
1248,102527648.2
1249,106465796.3
1250,100354876.9
1251,105515208.8
1252,102188152.7
1253,102527648.2
1254,102799244.6
1255,106058401.7
1256,106533695.4
1257,104904116.9
1258,103885630.3
1259,105651007
1260,106329998.1
1261,102663446.4
1262,102391850
1263,101101767
1264,104904116.9
1265,101033867.9
1266,101441262.5
1267,102799244.6
1268,105107814.2
1269,105311511.5
1270,107280585.6
1271,108502769.4
1272,107280585.6
1273,106737392.7
1274,102799244.6
1275,104225125.8
1276,115571013.6
1277,103614033.9
1278,104836217.8
1279,106601594.5
1280,104564621.4
1281,109928650.6
1282,108638567.7
1283,105854704.4
1284,103410336.6
1285,108774365.9
1286,102595547.3
1287,108774365.9
1288,103953529.4
1289,104700419.6
1290,103342437.5
1291,106262099
1292,100490675.1
1293,101644959.9
1294,103885630.3
1295,104496722.3
1296,108706466.8
1297,104428823.2
1298,107416383.8
1299,104021428.5
1300,103953529.4
1301,104904116.9
1302,104360924
1303,102052354.5
1304,105175713.3
1305,104360924
1306,108434870.3
1307,104360924
1308,105243612.4
1309,106329998.1
1310,105922603.5
1311,103953529.4
1312,102799244.6
1313,107416383.8
1314,106058401.7
1315,104089327.6
1316,105515208.8
1317,104428823.2
1318,108774365.9
1319,104428823.2
1320,99879583.13
1321,105990502.6
1322,102052354.5
1323,101373363.4
1324,99132692.98
1325,104360924
1326,101984455.4
1327,103614033.9
1328,103274538.4
1329,108706466.8
1330,102935042.8
1331,103206639.3
1332,104089327.6
1333,105990502.6
1334,105243612.4
1335,107008989.1
1336,102120253.6
1337,106533695.4
1338,107212686.4
1339,103681933
1340,104089327.6
1341,98928995.66
1342,107891677.5
1343,109724953.3
1344,103342437.5
1345,100762271.5
1346,102527648.2
1347,100219078.7
1348,105786805.2
1349,107891677.5
1350,100898069.7
1351,106194199.9
1352,103817731.2
1353,100830170.6
1354,101101767
1355,103410336.6
1356,105854704.4
1357,105922603.5
1358,101848657.2
1359,105718906.1
1360,107076888.2
1361,109521256
1362,106805291.8
1363,105447309.7
1364,104225125.8
1365,102595547.3
1366,107416383.8
1367,105311511.5
1368,106873190.9
1369,102459749.1
1370,110471843.5
1371,109249659.6
1372,101644959.9
1373,101305464.3
1374,107008989.1
1375,105039915.1
1376,101169666.1
1377,103410336.6
1378,101644959.9
1379,108706466.8
1380,105718906.1
1381,104225125.8
1382,105922603.5
1383,99607986.71
1384,105583107.9
1385,103885630.3
1386,110743439.9
1387,107552182
1388,102663446.4
1389,105447309.7
1390,103817731.2
1391,104293024.9
1392,107212686.4
1393,109249659.6
1394,98793197.45
1395,105718906.1
1396,108706466.8
1397,102595547.3
1398,104428823.2
1399,101373363.4
1400,100694372.4
1401,102391850
1402,103885630.3
1403,106873190.9
1404,104157226.7
1405,102256051.8
1406,105107814.2
1407,106805291.8
1408,105651007
1409,107008989.1
1410,101101767
1411,103274538.4
1412,110675540.8
1413,106873190.9
1414,104293024.9
1415,104768318.7
1416,108978063.2
1417,101101767
1418,103342437.5
1419,103342437.5
1420,109589155.1
1421,102052354.5
1422,107076888.2
1423,106873190.9
1424,106533695.4
1425,101712859
1426,98996894.77
1427,105583107.9
1428,108163273.9
1429,100151179.6
1430,100898069.7
1431,105718906.1
1432,103002942
1433,104632520.5
1434,104360924
1435,108434870.3
1436,102527648.2
1437,105718906.1
1438,105583107.9
1439,104632520.5
1440,105922603.5
1441,111218733.6
1442,104768318.7
1443,103410336.6
1444,107823778.4
1445,103274538.4
1446,102867143.7
1447,105718906.1
1448,107823778.4
1449,108774365.9
1450,102391850
1451,106669493.6
1452,104904116.9
1453,105447309.7
1454,107620081.1
1455,105311511.5
1456,106329998.1
1457,107280585.6
1458,105854704.4
1459,103817731.2
1460,106397897.2
1461,104360924
1462,103681933
1463,103546134.8
1464,105447309.7
1465,106058401.7
1466,105854704.4
1467,104021428.5
1468,107008989.1
1469,106397897.2
1470,107687980.2
1471,104157226.7
1472,105718906.1
1473,104768318.7
1474,105447309.7
1475,104768318.7
1476,105379410.6
1477,109996549.7
1478,102323950.9
1479,108774365.9
1480,104157226.7
1481,101780758.1
1482,104089327.6
1483,103953529.4
1484,99336390.29
1485,110471843.5
1486,101237565.2
1487,107212686.4
1488,101644959.9
1489,104496722.3
1490,104700419.6
1491,102595547.3
1492,101169666.1
1493,101441262.5
1494,103410336.6
1495,105243612.4
1496,106873190.9
1497,98793197.45
1498,103953529.4
1499,105854704.4
1500,106533695.4
1501,103681933
1502,107416383.8
1503,103002942
1504,98725298.35
1505,104836217.8
1506,106194199.9
1507,102595547.3
1508,101712859
1509,102935042.8
1510,103546134.8
1511,110200247.1
1512,103681933
1513,100490675.1
1514,106397897.2
1515,105107814.2
1516,107891677.5
1517,101916556.3
1518,106262099
1519,107348484.7
1520,103410336.6
1521,111829825.6
1522,101509161.6
1523,104700419.6
1524,103478235.7
1525,104089327.6
1526,102120253.6
1527,103342437.5
1528,108706466.8
1529,104836217.8
1530,104089327.6
1531,103953529.4
1532,107280585.6
1533,102663446.4
1534,104021428.5
1535,108638567.7
1536,106194199.9
1537,103817731.2
1538,103749832.1
1539,105515208.8
1540,104700419.6
1541,105175713.3
1542,111626128.3
1543,103410336.6
1544,103070841.1
1545,105039915.1
1546,104972016
1547,104632520.5
1548,105990502.6
1549,107212686.4
1550,104700419.6
1551,104225125.8
1552,109181760.5
1553,107348484.7
1554,104768318.7
1555,102867143.7
1556,108502769.4
1557,102052354.5
1558,104836217.8
1559,108706466.8
1560,111761926.5
1561,106601594.5
1562,103342437.5
1563,108978063.2
1564,106941090
1565,105922603.5
1566,105311511.5
1567,98250004.61
1568,104157226.7
1569,107484282.9
1570,103817731.2
1571,104428823.2
1572,103817731.2
1573,103885630.3
1574,106397897.2
1575,106533695.4
1576,105107814.2
1577,104089327.6
1578,102256051.8
1579,105243612.4
1580,103885630.3
1581,107212686.4
1582,102527648.2
1583,104972016
1584,109249659.6
1585,103478235.7
1586,105990502.6
1587,100830170.6
1588,108502769.4
1589,105243612.4
1590,104904116.9
1591,107484282.9
1592,101509161.6
1593,108638567.7
1594,106941090
1595,105718906.1
1596,104089327.6
1597,103749832.1
1598,103749832.1
1599,102867143.7
1600,99743784.92
1601,102391850
1602,102323950.9
1603,105311511.5
1604,108434870.3
1605,108570668.5
1606,108910164.1
1607,103274538.4
1608,106126300.8
1609,107823778.4
1610,104225125.8
1611,104225125.8
1612,103138740.2
1613,104293024.9
1614,101441262.5
1615,100015381.3
1616,106465796.3
1617,104564621.4
1618,103953529.4
1619,105311511.5
1620,106262099
1621,103070841.1
1622,111626128.3
1623,107687980.2
1624,105786805.2
1625,104225125.8
1626,102459749.1
1627,109317558.7
1628,105379410.6
1629,102799244.6
1630,107484282.9
1631,108434870.3
1632,106465796.3
1633,105107814.2
1634,107823778.4
1635,106873190.9
1636,106262099
1637,100219078.7
1638,105379410.6
1639,102323950.9
1640,101305464.3
1641,112169321.1
1642,99947482.23
1643,100219078.7
1644,104700419.6
1645,110064448.9
1646,103206639.3
1647,103206639.3
1648,109724953.3
1649,104225125.8
1650,107823778.4
1651,102935042.8
1652,106737392.7
1653,103206639.3
1654,101848657.2
1655,101237565.2
1656,105311511.5
1657,108095374.8
1658,104496722.3
1659,107552182
1660,104428823.2
1661,102935042.8
1662,108231173
1663,104836217.8
1664,102323950.9
1665,102731345.5
1666,101509161.6
1667,106465796.3
1668,102731345.5
1669,106397897.2
1670,106533695.4
1671,103817731.2
1672,104768318.7
1673,101780758.1
1674,104360924
1675,109996549.7
1676,107552182
1677,105922603.5
1678,108910164.1
1679,103070841.1
1680,104157226.7
1681,107552182
1682,103478235.7
1683,105039915.1
1684,111422430.9
1685,105718906.1
1686,101984455.4
1687,105718906.1
1688,101984455.4
1689,100694372.4
1690,104225125.8
1691,104157226.7
1692,108434870.3
1693,105583107.9
1694,101644959.9
1695,103614033.9
1696,107348484.7
1697,102256051.8
1698,107348484.7
1699,107823778.4
1700,101712859
1701,106194199.9
